name,address,price_range,enbloc,lat,lng,valid postal,distToMrt,distToSch
Royal Hallmark,"1 Haig Lane, singapore 438803","S$ 1,600,000
  -
  S$ 3,538,888",null,1.309074211,103.8983199,1,,
Royal Palm Mansions,"330 Pasir Panjang Road, singapore 118655",null,null,1.28984245,103.7780752,1,,
Royal Residences,"1A Surrey Road, singapore 307741",null,null,1.316328835,103.8419452,1,,
Royale Mansions,"5A Pulasan Road, singapore 424373",null,>80%,1.311988703,103.906242,6,,
Royalgreen,"2 Anamalai Avenue, singapore 279988","S$ 1,300,000
  -
  S$ 4,276,060",null,1.331618393,103.7942524,1,,
Royce Residences,"6 Lorong 8 Geylang, singapore 399077","S$ 618,000
  -
  S$ 1,040,000",<20%,1.311638866,103.8768381,1,,
Ruby Apartments,"25 - 29C Kim Keat Close, singapore 328934",null,null,undefined,undefined,0,,
RV Altitude,"344 River Valley Road, singapore 238385","S$ 1,680,888
  -
  S$ 1,680,888",null,1.29653566,103.8351795,1,,
RV Edge,"2 Shanghai Road, singapore 248209","S$ 830,000
  -
  S$ 1,240,000",<20%,1.294883829,103.8280873,1,,
RV Point,"233 River Valley Road, singapore 238291","S$ 799,000
  -
  S$ 1,200,000",<20%,1.293800931,103.842145,1,,
RV Residences,"461 River Valley Road, singapore 248346","S$ 968,000
  -
  S$ 2,780,000",<20%,1.29434105,103.8284403,1,,
Rymden 77,"77 Lorong H Telok Kurau, singapore 426094","S$ 1,538,000
  -
  S$ 2,868,000",null,1.316710128,103.9114279,1,,
Sage,"11A Nassim Road, singapore 258379","S$ 14,155,000
  -
  S$ 16,000,000",<20%,1.30733965,103.8243565,1,,
Sandy Palm,"163 Jalan Loyang Besar, singapore 509413",null,40%-59%,1.378898539,103.9596288,1,,
Sant Ritz,"1 Pheng Geck Avenue, singapore 348196","S$ 880,000
  -
  S$ 2,498,220",<20%,1.329644103,103.8692331,1,,
Sapphire 99,"99 Sophia Road, singapore 228189",null,null,1.302227896,103.8466316,1,,
Sarhad Ville,"45 - 59C Lorong Sarhad, singapore 119161",null,>80%,1.280711781,103.7885364,4,,
Sarkies Garden,"7 Sarkies Road, singapore 258127",null,null,1.313615859,103.8364787,1,,
Sarkies Green,"10 Sarkies Road, singapore 258129",null,null,1.313749258,103.8359752,1,,
Sculptura Ardmore,"8 Ardmore Park, singapore 259963","S$ 13,736,000
  -
  S$ 56,800,000",null,1.308972464,103.8301523,1,,
Sea Avenue Residences,"11 Sea Avenue, singapore 424228","S$ 2,500,000
  -
  S$ 2,500,000",20%-39%,1.306063073,103.9070479,2,,
Sea Esta,"26 Pasir Ris Link, singapore 518145","S$ 658,000
  -
  S$ 1,845,000",<20%,1.377949322,103.9599671,1,,
Sea Pavilion Residences,"494 Upper East Coast Road, singapore 466522","S$ 980,000
  -
  S$ 2,780,000",null,1.315075781,103.943139,1,,
Seahill,"00 West Coast Crescent, singapore 126000","S$ 698,000
  -
  S$ 4,406,800",<20%,undefined,undefined,0,,
Seastrand,"11 Pasir Ris Link, singapore 518180","S$ 678,000
  -
  S$ 1,830,000",<20%,1.375588309,103.9608397,1,,
Seaview Park,"440 Tanjong Katong Road, singapore 437149",null,null,1.299592056,103.8968695,1,,
Seaview Point,"15 Amber Road, singapore 439865",null,>80%,1.299530884,103.8998175,1,,
Selanting Green,"1 Jalan Selanting, singapore 598368",null,60%-79%,1.342965564,103.768529,1,,
Seletar Park Residence,"17 Seletar Road, singapore 807019","S$ 660,000
  -
  S$ 1,950,000",<20%,1.386539986,103.8692078,1,,
Sengkang Grand Residences,"74 Compassvale Bow, singapore 544567",null,null,1.382388028,103.8921365,1,,
Sennett Residence,"31 Pheng Geck Avenue, singapore 348226","S$ 788,000
  -
  S$ 4,388,888",<20%,1.33058137,103.8693674,1,,
Seraya Residences,"12 Seraya Lane, singapore 437279","S$ 1,800,000
  -
  S$ 1,800,000",null,1.306558385,103.8999802,1,,
Seraya Ville,"11 Seraya Lane, singapore 437278","S$ 1,880,000
  -
  S$ 1,880,000",>80%,1.307511399,103.8999987,4,,
Serenity Park,"157A Tamarind Road, singapore 806105","S$ 1,500,000
  -
  S$ 1,880,000",60%-79%,1.388227763,103.8587405,1,,
Seven Holt Road,"7 Holt Road, singapore 249445","S$ 3,600,000
  -
  S$ 3,600,000",null,1.293723851,103.825778,1,,
Seven Nassim,"7 Nassim Road, singapore 258374","S$ 13,800,000
  -
  S$ 13,800,000",null,1.307256832,103.8257024,1,,
Seven Palms Sentosa Cove,"153 Cove Drive, singapore 098182","S$ 8,500,000
  -
  S$ 19,300,000",<20%,1.240058485,103.8309363,1,,
Seventy St Patrick's,"70 Saint Patrick's Road, singapore 424175","S$ 1,540,000
  -
  S$ 2,550,000",null,1.308385841,103.9152694,1,,
Shan Court,"12 - 14 Shan Road, singapore 328105",null,null,1.324787262,103.8463541,1,,
Shangri-La Residences,"1 Anderson Road, singapore 259983",null,null,1.309599914,103.8265384,1,,
Shelford Condominium,"1C Shelford Road, singapore 286888",null,null,1.325514434,103.8113728,1,,
Shelford Garden,"17E Shelford Road, singapore 288388",null,null,undefined,undefined,0,,
Shelford Green,"9 Shelford Road, singapore 288352",null,>80%,1.324565546,103.812187,1,,
Shelford View,"26 Shelford Road, singapore 288420",null,>80%,1.328901528,103.8121003,1,,
Sherwood Condo,"169 Jalan Jurong Kechil, singapore 598669","S$ 1,230,000
  -
  S$ 1,890,000",null,1.345029321,103.7680005,1,,
Siglap Lodge,"95 Upper East Coast Road, singapore 455231",null,40%-59%,1.313662645,103.9286295,4,,
Siglap V,"2 First Street, singapore 458278","S$ 740,000
  -
  S$ 2,100,000",<20%,1.312753297,103.9236579,3,,
Signature at Lewis,"1 Lewis Road, singapore 258617","S$ 1,140,000
  -
  S$ 1,700,000",20%-39%,1.320843794,103.8232062,1,,
Signature Crest,"9 Gray Lane, singapore 438951",null,40%-59%,1.312259032,103.8931398,1,,
Signature Park,"46 Toh Tuck Road, singapore 596721","S$ 1,700,000
  -
  S$ 2,488,888",<20%,undefined,undefined,0,,
Silversea,", singapore 428348","S$ 1,750,000
  -
  S$ 16,342,200",<20%,1.307070976,103.9116812,1,,
Sims Edge,"1 Geylang East Avenue 2, singapore 389760","S$ 970,000
  -
  S$ 980,000",<20%,1.316404857,103.8879068,1,,
Sims Meadows,"8 Lorong 33 Geylang, singapore 387977",null,40%-59%,1.314813429,103.8880469,1,,
Sims Point,"4 Lorong 19 Geylang, singapore 388489",null,>80%,1.31312217,103.8794748,1,,
Sims Urban Oasis,"2 Sims Drive, singapore 387386","S$ 750,000
  -
  S$ 2,780,000",null,1.319189587,103.8813808,1,,
Sin Chuan Garden,"1 Waringin Walk, singapore 416274","S$ 8,800,000
  -
  S$ 8,800,000",null,1.322232463,103.9185415,1,,
Sixteen35 Residences,"16 Lorong 35 Geylang, singapore 387946","S$ 928,000
  -
  S$ 1,400,000",null,1.31547407,103.8888276,1,,
Sixth Avenue Ville,"43 Sixth Avenue, singapore 276484",null,60%-79%,1.329533906,103.7952317,1,,
Skies Miltonia,", singapore 768048","S$ 638,000
  -
  S$ 3,541,000",<20%,undefined,undefined,0,,
Sky Everton,"42 Everton Road, singapore 089394","S$ 1,400,000
  -
  S$ 7,106,000",null,undefined,undefined,0,,
Sky Green,"568 Macpherson Green, singapore 368236","S$ 840,000
  -
  S$ 1,880,000",<20%,1.332597723,103.8866543,1,,
Sky Habitat,"7 Bishan Street 15, singapore 573908","S$ 1,150,000
  -
  S$ 6,180,000",<20%,1.352542387,103.8517168,1,,
Sky Vue,"00 Bishan Street 14, singapore 573000","S$ 920,000
  -
  S$ 4,500,000",<20%,undefined,undefined,0,,
Skyline @ Orchard Boulevard,"23 Angullia Park, singapore 239975","S$ 5,667,210
  -
  S$ 55,000,000",<20%,1.303154281,103.8295775,1,,
Skyline 360,"70 St Thomas Walk, singapore 238139","S$ 4,000,000
  -
  S$ 11,000,000",null,1.296986753,103.8367375,1,,
Skyline Residences,"610 Telok Blangah Road, singapore 109025","S$ 1,080,000
  -
  S$ 3,800,000",<20%,1.272476943,103.8078175,1,,
Skysuites @ Anson,"8 Enggor Street, singapore 079718","S$ 838,888
  -
  S$ 2,500,000",null,1.274643978,103.8447416,1,,
Sloane Residences,"17 Balmoral Road, singapore 259803","S$ 2,188,800
  -
  S$ 8,000,000",null,1.315688872,103.8323179,1,,
Smailing Court,"52 Lorong Mydin, singapore 416851",null,40%-59%,1.322188378,103.9112367,1,,
Smart Suites,"302 Sims Avenue, singapore 387516","S$ 698,000
  -
  S$ 1,300,000",<20%,1.315144484,103.8840503,1,,
Soleil @ Sinaran,"2 Sinaran Drive, singapore 307467","S$ 1,030,000
  -
  S$ 3,750,000",<20%,1.3196002,103.8452717,1,,
Sommerville Grandeur,"1 Farrer Drive, singapore 259275",null,60%-79%,1.31596321,103.8067496,1,,
Sommerville Loft,"7 Sommerville Walk, singapore 358178",null,40%-59%,1.343669589,103.8697898,1,,
Sophia 88,"88 Sophia Road, singapore 228188",null,null,1.302107621,103.8477077,1,,
Sophia 98,"98 Sophia Road, singapore 228165","S$ 1,800,000
  -
  S$ 1,800,000",40%-59%,1.302344685,103.847116,1,,
Sophia Court,"32 Adis Road, singapore 229978",null,null,undefined,undefined,0,,
Sophia Hills,"5 Mount Sophia, singapore 228453","S$ 1,030,000
  -
  S$ 2,530,000",null,1.300690581,103.8481293,1,,
Sophia Residence,"5 Sophia Road, singapore 228191","S$ 1,499,999
  -
  S$ 4,000,000",<20%,1.301580835,103.848508,1,,
South Beach Residences,"28 South Beach Road, singapore 189762","S$ 3,500,000
  -
  S$ 18,988,000",null,1.294385184,103.8560298,1,,
Spanish Village,"56 Farrer Road, singapore 268844","S$ 1,800,000
  -
  S$ 3,500,000",>80%,1.314397901,103.8051646,1,,
Spazio @ Kovan,"767 Upper Serangoon Road, singapore 534635","S$ 860,000
  -
  S$ 1,695,000",<20%,1.354698954,103.8783298,1,,
Spottiswoode 18,"18 Spottiswoode Park Road, singapore 088642","S$ 888,888
  -
  S$ 2,350,000",<20%,1.275595285,103.8375599,1,,
Spottiswoode Residences,"48 Spottiswoode Park Road, singapore 088660","S$ 1,299,999
  -
  S$ 5,000,000",<20%,1.275271152,103.8368322,1,,
Spottiswoode Suites,"14 Spottiswoode Park Road, singapore 088641","S$ 1,000,000
  -
  S$ 2,250,000",null,undefined,undefined,0,,
Springdale Condo,"53 Hindhede Walk, singapore 587974","S$ 1,615,000
  -
  S$ 1,700,000",null,1.34876778,103.7722216,1,,
St Michael Regency,"38 St. Michael Road, singapore 328008","S$ 1,320,000
  -
  S$ 3,480,000",20%-39%,1.327919554,103.8638463,1,,
St Michael's Condo,"19 Saint Michael's Road, singapore 327978","S$ 1,280,000
  -
  S$ 1,599,999",null,1.326451026,103.8627996,1,,
St Michael's Place,"1 Jalan Taman, singapore 329022","S$ 1,530,000
  -
  S$ 1,680,000",60%-79%,1.325055225,103.8651782,1,,
St Thomas Court,"40 Saint Thomas Walk, singapore 238120",null,>80%,1.297508805,103.8362688,1,,
St Thomas Lodge,"32 St Thomas Walk, singapore 238112",null,null,1.29779591,103.8356978,1,,
St Thomas Ville,"38 Saint Thomas Walk, singapore 238118",null,60%-79%,1.297535984,103.8360126,1,,
St. Patrick's Green,"49 St. Patrick's Road, singapore 424167","S$ 1,880,000
  -
  S$ 1,880,000",null,1.308523602,103.9138805,1,,
Stadia,"27 Yio Chu Kang Road, singapore 545542","S$ 780,000
  -
  S$ 1,200,000",20%-39%,1.355652104,103.8760158,1,,
Starlight Suites,"11 River Valley Close, singapore 238437","S$ 1,220,000
  -
  S$ 5,355,000",<20%,1.293715328,103.8372767,1,,
Starpoint,"319 Pasir Panjang Road, singapore 118653",null,null,1.288457428,103.7773443,1,,
Stars of Kovan,"984 Upper Serangoon Road, singapore 533854","S$ 845,000
  -
  S$ 1,780,000",null,1.361509602,103.887627,1,,
Stellar RV,"408 River Valley Road, singapore 248306","S$ 875,000
  -
  S$ 1,780,000",<20%,1.295104587,103.8285114,1,,
Stevens Suites,"2 Stevens Close, singapore 257940","S$ 1,250,000
  -
  S$ 2,300,000",<20%,1.315500474,103.8256242,1,,
Still Mansion,"2 Still Road, singapore 423950",null,null,1.308544027,103.9088757,15,,
Straits Mansions,"26 Sea Avenue, singapore 424246","S$ 1,680,000
  -
  S$ 1,680,000",null,1.305317882,103.9068218,1,,
Stratum,"80 Elias Road, singapore 519945","S$ 598,000
  -
  S$ 2,045,000",<20%,1.37877593,103.9433803,1,,
Studio8,"8 Jalan Ayer, singapore 389144","S$ 698,000
  -
  S$ 1,290,000",<20%,1.311109375,103.873026,1,,
Studios@Tembeling,"233 Tembeling Road, singapore 423718","S$ 999,999
  -
  S$ 2,000,000",<20%,1.308161313,103.9049835,1,,
Sturdee Residences,"10 Beatty Road, singapore 209955","S$ 810,000
  -
  S$ 2,860,000",null,1.312916953,103.8590471,1,,
Sturdee View,"60 Sturdee Road North, singapore 207851",null,60%-79%,1.313802861,103.8577639,1,,
Sui Generis,"9 Balmoral Crescent, singapore 259902","S$ 5,000,000
  -
  S$ 5,000,000",20%-39%,undefined,undefined,0,,
Suites @ Amber,"30 Amber Road, singapore 439874","S$ 968,000
  -
  S$ 968,000",20%-39%,1.300291914,103.900076,1,,
Suites @ Bukit Timah,"68 Jalan Jurong Kechil, singapore 596180",null,null,1.340548479,103.7736491,1,,
Suites @ Cairnhill,"138 Cairnhill Road, singapore 229719",null,20%-39%,1.310006451,103.8365164,1,,
Suites @ East Coast,"171 Upper East Coast Road, singapore 455273","S$ 599,999
  -
  S$ 2,288,888",null,1.314378954,103.9322483,1,,
Suites @ Eunos,"1 Jalan Yasin, singapore 417958","S$ 649,000
  -
  S$ 838,000",20%-39%,1.320533404,103.9057724,1,,
Suites @ Katong,"263 Tanjong Katong Road, singapore 437050","S$ 609,000
  -
  S$ 1,050,000",null,1.307802767,103.8955513,1,,
Suites @ Kovan,"981 Upper Serangoon Road, singapore 534729","S$ 688,888
  -
  S$ 1,399,000",20%-39%,1.362099467,103.8868354,1,,
Suites @ Paya Lebar,"420 Upper Paya Lebar Road, singapore 534049","S$ 598,000
  -
  S$ 1,500,000",<20%,1.350396576,103.8802305,1,,
Suites @ Shrewsbury,"84 Shrewsbury Road, singapore 307842","S$ 620,000
  -
  S$ 1,430,000",20%-39%,1.318198996,103.8489061,1,,
Suites @ Sims,"468 Sims Ave, singapore 387544","S$ 620,000
  -
  S$ 1,099,999",<20%,1.315747261,103.8871882,1,,
Suites @ Topaz,"3 Topaz Road, singapore 327849","S$ 980,000
  -
  S$ 1,620,000",<20%,1.328625846,103.8651331,1,,
Suites at Bukit Timah,"68 Jalan Jurong Kechil, singapore 596180","S$ 900,000
  -
  S$ 1,050,000",<20%,1.340548479,103.7736491,1,,
Suites at Orchard,"38 Handy Road, singapore 229239","S$ 1,250,000
  -
  S$ 3,090,000",<20%,1.300420062,103.8459576,1,,
Suites De Laurel,"2 Jalan Anak Bukit, singapore 588997","S$ 799,000
  -
  S$ 1,650,000",<20%,1.339171697,103.7801274,1,,
Suites Twenty Two,"25 Lorong G Telok Kurau, singapore 426194","S$ 1,580,000
  -
  S$ 1,580,000",null,1.3168893,103.907863,1,,
Sultan Gate Place,"1 Sultan Gate, singapore 198474",null,>80%,1.301141621,103.8607715,1,,
Summer Green,"11 Boon Teck Road, singapore 329585",null,60%-79%,1.326970701,103.8497165,1,,
Summer Grove,"2 Recreation Road, singapore 546491",null,null,1.351943847,103.8754308,1,,
Summer Scent,"11A Kang Choo Bin Road, singapore 548271","S$ 1,280,000
  -
  S$ 1,800,000",20%-39%,undefined,undefined,0,,
Sun Rosier,"5 How Sun Drive, singapore 538527",null,>80%,1.344786917,103.8787788,1,,
Sunflower Court,"30 Lorong 6 Geylang, singapore 399182",null,40%-59%,1.310649272,103.8764022,1,,
Sunflower Lodge,"9 Lorong 34 Geylang, singapore 398207","S$ 1,150,000
  -
  S$ 1,150,000",40%-59%,1.313598136,103.8879124,1,,
Sunflower Mansions,"17 Lorong 26 Geylang, singapore 398489",null,60%-79%,1.312081499,103.8850524,1,,
Sunflower Residence,", singapore 398300",null,40%-59%,undefined,undefined,0,,
Sunflower View,"3 Lorong 36 Geylang, singapore 398162",null,40%-59%,1.312884442,103.8883273,1,,
Sunny Grove,"5A Lorong 37 Geylang, singapore 387914","S$ 1,350,000
  -
  S$ 1,350,000",60%-79%,1.315582612,103.889462,1,,
Sunnyvale Residences,"134B Lorong K Telok Kurau, singapore 425773","S$ 1,550,000
  -
  S$ 1,550,000",null,undefined,undefined,0,,
Sunset Lodge,"7 Sunset Close, singapore 597522",null,null,1.324408815,103.7657483,1,,
Sunshine Lodge,"510 Upper Serangoon Road, singapore 534530","S$ 2,500,000
  -
  S$ 2,500,000",60%-79%,1.345315885,103.8713986,1,,
Sunshine Loft,"2 Lorong L Telok Kurau, singapore 425600","S$ 1,050,000
  -
  S$ 1,050,000",40%-59%,1.310998319,103.9080469,1,,
Sunshine Residences,"61 Lorong K Telok Kurau, singapore 425671",null,null,1.313012059,103.9098686,1,,
Surrey Court,"12 Surrey Court, singapore 307750",null,null,1.315801762,103.8423088,1,,
Sutton Place,"24 Farrer Road, singapore 268829",null,>80%,1.312862673,103.8050837,1,,
Symphony Suites,"1 Yishun Close, singapore 768004","S$ 815,888
  -
  S$ 1,399,999",null,1.434561915,103.8443628,1,,
Taipan Grand,"501 Marine Parade Road, singapore 449303","S$ 1,930,000
  -
  S$ 1,930,000",20%-39%,1.311529613,103.9335082,1,,
Tan Chin Tuan Mansion,"42 Cairnhill Road, singapore 229661",null,null,1.305254287,103.8376459,1,,
Tan Tong Meng Tower,"370 Thomson Road, singapore 298128",null,>80%,1.327767199,103.8416145,1,,
Tanah Merah Mansion,"137 Tanah Merah Kechil Road, singapore 466671","S$ 1,100,000
  -
  S$ 1,100,000",>80%,1.32188029,103.9471147,1,,
Tanjong Ria Condominium,"121 Tanjong Rhu Road, singapore 436914","S$ 800,000
  -
  S$ 2,000,000",60%-79%,1.296624037,103.8743045,1,,
Tat Lee Court,"17 West Coast Rise, singapore 127462",null,null,undefined,undefined,0,,
Teck Guan Ville,"338 Upper East Coast Road, singapore 466458",null,null,1.314317537,103.9382576,1,,
Tedge,"326 Changi Road, singapore 419801","S$ 1,200,000
  -
  S$ 1,817,788",null,undefined,undefined,0,,
Tekka Place,"2 Serangoon Rd, singapore 218227",null,null,1.305122222,103.8514388,2,,
Tembeling Court,"86 Tembeling Road, singapore 423596",null,20%-39%,1.311854876,103.9015004,1,,
Tembeling Grove,"238, Tembeling Road, singapore 423722",null,>80%,1.30753584,103.9045906,1,,
Tembeling Residence,"246 Tembeling Road, singapore 423725","S$ 730,000
  -
  S$ 730,000",20%-39%,1.307339578,103.9048023,1,,
Terrasse,"21 Yio Chu Kang Road, singapore 544773","S$ 808,000
  -
  S$ 2,380,000",<20%,1.355952667,103.8791067,1,,
Terrene at Bukit Timah,"2 Toh Tuck Road, singapore 596677","S$ 900,000
  -
  S$ 2,317,000",<20%,undefined,undefined,0,,
Tessa Lodge,", singapore 213233",null,20%-39%,undefined,undefined,0,,
The Adara,"9 Chapel Road, singapore 429515",null,20%-39%,1.306437055,103.9077728,1,,
The Addition,"21 Meyappa Chettiar Road , singapore 358461","S$ 1,250,000
  -
  S$ 1,600,000",null,1.330756807,103.8672306,1,,
The Alps Residences,"00 Tampines Avenue 10, singapore 519999","S$ 668,000
  -
  S$ 1,700,000",null,undefined,undefined,0,,
The Ambra,"97 Lor H Telok Kurau, singapore 426117",null,20%-39%,1.316909265,103.9126542,1,,
The Amery,"16 Lorong K Telok Kurau, singapore 425612",null,20%-39%,1.311993388,103.9081922,1,,
The Ansley,"33 Mandalay Road, singapore 308214","S$ 1,138,000
  -
  S$ 2,600,000",20%-39%,1.323274343,103.848835,1,,
The Ansley,"33 Mandalay Road, singapore 308214","S$ 1,138,000
  -
  S$ 2,600,000",20%-39%,1.323274343,103.848835,1,,
The Antares,"19 Mattar Road, singapore 387728","S$ 923,000
  -
  S$ 2,300,000",null,1.325500142,103.8828915,1,,
The Arden,"2 Phoenix Road, singapore 668156",null,null,1.377271882,103.7567851,1,,
The Ardmore,"6 Ardmore Park, singapore 259953",null,null,1.308759844,103.8296434,1,,
The Areca,"27K Bunga Rampai Place, singapore 534221",null,null,1.338718671,103.8845051,1,,
The Ariel,"31 Lorong 105 Changi, singapore 426536","S$ 949,999
  -
  S$ 950,000",20%-39%,1.315925321,103.9029875,1,,
The Armadale,"60 Gilstead Road, singapore 309104","S$ 1,850,000
  -
  S$ 1,850,000",40%-59%,1.318567653,103.8402688,1,,
The Arte,"21 Jalan Raja Udang, singapore 329215","S$ 2,500,000
  -
  S$ 3,300,000",<20%,1.328100629,103.84235,1,,
The Asana,"17 and 19 Queen’s Road, singapore 269999","S$ 1,000,000
  -
  S$ 1,850,000",null,undefined,undefined,0,,
The Aspine,"5 Balmoral Road, singapore 259786",null,null,1.314430667,103.8303135,1,,
The Asteria,"9 Martia Rd, singapore 424796",null,null,1.30722146,103.9110752,1,,
The Aston,"2 Kay Poh Road, singapore 248973","S$ 1,260,000
  -
  S$ 2,719,500",40%-59%,1.295936458,103.8298498,1,,
The Aston,"2 Kay Poh Road, singapore 248973","S$ 1,260,000
  -
  S$ 2,719,500",40%-59%,1.295936458,103.8298498,1,,
The Atelier,"2 Makeway Avenue, singapore 228599","S$ 1,388,500
  -
  S$ 4,680,000",null,1.312830391,103.8415443,1,,
The Avenir,"8 River Valley Close, singapore 238432","S$ 1,380,000
  -
  S$ 8,091,000",null,1.29474076,103.8365837,1,,
The Balmoral,"14 Balmoral Park, singapore 259846",null,null,1.315495907,103.8278772,1,,
The Balmoral Spring,", singapore 259886","S$ 2,538,000
  -
  S$ 2,850,000",60%-79%,1.315323966,103.8338241,1,,
The Baycourt,"461A Upper East Coast Road, singapore 466507",null,>80%,1.315781481,103.9414245,1,,
The Bayron,"49 Saint Thomas Walk, singapore 238140",null,60%-79%,1.297886425,103.8371685,1,,
The Bayshore,"22 Bayshore Road, singapore 469970","S$ 950,000
  -
  S$ 8,637,429",<20%,1.312420023,103.9386285,1,,
The Belmont,"1 Belmont Road, singapore 269852",null,>80%,1.313277664,103.7985448,1,,
The Blissville,"971 Bukit Timah Road, singapore 589647",null,null,1.333151489,103.7848017,1,,
The Boutiq @ Killiney,"145 Killiney Road, singapore 239565","S$ 1,220,000
  -
  S$ 3,580,000",null,1.296610703,103.8385837,1,,
The Cairnhill,"4 Cairnhill Rise, singapore 229740",null,null,1.306554263,103.839373,1,,
The Calypso,"500 Upper East Coast Road, singapore 465540","S$ 2,850,000
  -
  S$ 2,850,000",20%-39%,1.315015662,103.9434705,1,,
The Carpmaelina,"48 Carpmael Road, singapore 429974",null,20%-39%,1.312564812,103.8979865,1,,
The Chatelet,"15 Margoliouth Road, singapore 258539",null,null,1.318549134,103.8243592,1,,
The Clayton,"36 Ewe Boon Road, singapore 259333",null,40%-59%,1.317269174,103.8295036,1,,
The Clement Canopy,"Ave 1 Clementi, singapore 120000","S$ 1,100,000
  -
  S$ 2,200,000",null,undefined,undefined,0,,
The Colonnade,"82 Grange Road, singapore 249587",null,null,1.299739442,103.8275607,1,,
The Commodore,"59 Canberra Drive, singapore 752110","S$ 600,000
  -
  S$ 2,656,000",null,undefined,undefined,0,,
The Creek @ Bukit,"17 Toh Tuck Road, singapore 596155","S$ 808,000
  -
  S$ 2,800,000",null,1.339341725,103.7697797,1,,
The Crest,"101 Prince Charles Crescent, singapore 159017","S$ 1,260,000
  -
  S$ 3,900,000",<20%,1.29269479,103.8204115,1,,
The Cristallo,"70 Lorong K Telok Kurau, singapore 425687","S$ 680,000
  -
  S$ 1,500,000",<20%,1.312662908,103.911509,1,,
The Dairy Farm,"1 Dairy Farm Road, singapore 679033","S$ 1,080,000
  -
  S$ 2,350,000",>80%,undefined,undefined,0,,
The Dairy Farm,"1 Dairy Farm Road, singapore 679033","S$ 1,080,000
  -
  S$ 2,350,000",>80%,undefined,undefined,0,,
The Eastside,"507 Joo Chiat Road, singapore 427693","S$ 1,849,999
  -
  S$ 1,850,000",20%-39%,1.305678731,103.9056464,1,,
The Ebony,"35 Lorong Marican, singapore 417216","S$ 610,000
  -
  S$ 13,600,000",<20%,1.320385158,103.9084872,1,,
The Eden @ Tampines,"21 Tampines Street 34, singapore 529232","S$ 840,000
  -
  S$ 1,200,000",null,1.355981764,103.9594571,1,,
The Edgewater,"211 Jalan Loyang Besar, singapore 509504","S$ 1,100,000
  -
  S$ 2,100,000",40%-59%,1.380290809,103.9646746,1,,
The Elegance @ Changi,"30 Lorong 107 Changi, singapore 426446",null,20%-39%,1.31620611,103.903597,1,,
The Enclave Holland,"131 Holland Road, singapore 278569","S$ 1,200,000
  -
  S$ 1,600,000",null,1.312135221,103.799011,1,,
The Essence,"1 Chong Kuo Road, singapore 779830","S$ 750,000
  -
  S$ 9,180,000",null,1.40345527,103.8171661,1,,
The Estoril,"95 Holland Road, singapore 278539",null,>80%,1.310302428,103.8021003,1,,
The Estrella,"342 PASIR PANJANG ROAD, singapore 118676",null,null,1.289930984,103.7768733,1,,
The Estuary @ Yishun,"1 Yishun Avenue 1, singapore 769130","S$ 688,888
  -
  S$ 1,430,000",null,1.412018367,103.8311774,2,,
The Florence Residences,"713 Hougang Avenue 2, singapore 530713","S$ 677,999
  -
  S$ 2,848,000",null,undefined,undefined,0,,
The Ford @ Holland,"1 Ford Avenue, singapore 268685","S$ 1,280,000
  -
  S$ 2,750,000",20%-39%,1.313515062,103.7936897,1,,
The Foresta @ Mount Faber,"100 Wishart Road, singapore 098748","S$ 870,000
  -
  S$ 1,880,000",<20%,1.270350255,103.8139673,1,,
The Gale,"64 Flora Road, singapore 506911","S$ 799,999
  -
  S$ 1,208,000",<20%,1.359003078,103.9668693,1,,
The Garden Residences,"1 Serangoon North View, singapore 554343","S$ 790,000
  -
  S$ 2,880,000",null,1.36620696,103.8704053,1,,
The Gazania,"5 How Sun Drive, singapore 538527","S$ 887,999
  -
  S$ 25,794,132",null,1.344786917,103.8787788,1,,
The Glacier,"260 Joo Chiat Place, singapore 427941",null,40%-59%,1.314332238,103.9070959,2,,
The Glades,"12 Bedok Rise, singapore 465407","S$ 700,000
  -
  S$ 3,090,000",<20%,1.327317259,103.9483635,1,,
The Glyndebourne,"38 Trevose Crescent, singapore 297722","S$ 2,168,888
  -
  S$ 7,600,000",<20%,1.322225334,103.8235978,1,,
The Grandiflora,"121 Lorong L Telok Kurau, singapore 425554",null,40%-59%,1.312715359,103.9137849,1,,
The Hacienda,"1 Hacienda Grove, singapore 457908","S$ 1,930,000
  -
  S$ 1,930,000",>80%,1.313711462,103.9267824,1,,
The Hillford,"178 Jln Jurong Kechil, singapore 596150","S$ 537,000
  -
  S$ 900,000",<20%,1.344144682,103.7695733,1,,
The Hillier,"2 Hillview Rise, singapore 667978","S$ 760,000
  -
  S$ 1,400,000",<20%,1.363932031,103.7645836,1,,
The Hilloft,"127 Jalan Dermawan, singapore 669077",null,null,1.359296172,103.7576337,1,,
The Horizon,"1 Holt Road, singapore 249441",null,40%-59%,1.294511936,103.8267582,1,,
The Huntington,"190 Moulmein Road, singapore 308095","S$ 1,958,888
  -
  S$ 2,150,000",60%-79%,1.318802242,103.8453187,1,,
The Hyde,"11 Balmoral Road, singapore 259796","S$ 1,350,000
  -
  S$ 6,088,000",null,1.314326317,103.8310652,1,,
The Inflora,"59 Flora Drive, singapore 506846","S$ 580,000
  -
  S$ 1,880,000",<20%,1.356328431,103.9665782,1,,
The Interlace,"180 Depot Road, singapore 109684","S$ 1,498,000
  -
  S$ 6,880,000",<20%,1.282201354,103.8030238,1,,
